kab_kota,tahun,bulan,TB_SO,TB_RO,total_TB,proporsi_RO,bulan_num,date
Kota Depok,2021,Januari,292.0,5.0,297.0,0.016835016835016835,1,2021-01-01
Kota Depok,2021,Februari,312.0,5.0,317.0,0.015772870662460567,2,2021-02-01
Kota Depok,2021,Maret,346.0,7.0,353.0,0.019830028328611898,3,2021-03-01
Kota Depok,2021,April,403.0,7.0,410.0,0.01707317073170732,4,2021-04-01
Kota Depok,2021,Mei,327.0,5.0,332.0,0.015060240963855422,5,2021-05-01
Kota Depok,2021,Juni,340.0,5.0,345.0,0.014492753623188406,6,2021-06-01
Kota Depok,2021,Juli,254.0,3.0,257.0,0.011673151750972763,7,2021-07-01
Kota Depok,2021,Agustus,367.0,8.0,375.0,0.021333333333333333,8,2021-08-01
Kota Depok,2021,September,426.0,7.0,433.0,0.016166281755196306,9,2021-09-01
Kota Depok,2021,Oktober,428.0,9.0,437.0,0.020594965675057208,10,2021-10-01
Kota Depok,2021,November,438.0,15.0,453.0,0.033112582781456956,11,2021-11-01
Kota Depok,2021,Desember,462.0,8.0,470.0,0.01702127659574468,12,2021-12-01
Kota Sukabumi,2021,Januari,109.0,2.0,111.0,0.018018018018018018,1,2021-01-01
Kota Sukabumi,2021,Februari,119.0,3.0,122.0,0.02459016393442623,2,2021-02-01
Kota Sukabumi,2021,Maret,140.0,0.0,140.0,0.0,3,2021-03-01
Kota Sukabumi,2021,April,136.0,0.0,136.0,0.0,4,2021-04-01
Kota Sukabumi,2021,Mei,142.0,2.0,144.0,0.013888888888888888,5,2021-05-01
Kota Sukabumi,2021,Juni,153.0,1.0,154.0,0.006493506493506494,6,2021-06-01
Kota Sukabumi,2021,Juli,79.0,3.0,82.0,0.036585365853658534,7,2021-07-01
Kota Sukabumi,2021,Agustus,112.0,2.0,114.0,0.017543859649122806,8,2021-08-01
Kota Sukabumi,2021,September,138.0,1.0,139.0,0.007194244604316547,9,2021-09-01
Kota Sukabumi,2021,Oktober,138.0,1.0,139.0,0.007194244604316547,10,2021-10-01
Kota Sukabumi,2021,November,176.0,9.0,185.0,0.04864864864864865,11,2021-11-01
Kota Sukabumi,2021,Desember,187.0,1.0,188.0,0.005319148936170213,12,2021-12-01
Kota Tasikmalaya,2021,Januari,118.0,3.0,121.0,0.024793388429752067,1,2021-01-01
Kota Tasikmalaya,2021,Februari,106.0,2.0,108.0,0.018518518518518517,2,2021-02-01
Kota Tasikmalaya,2021,Maret,121.0,4.0,125.0,0.032,3,2021-03-01
Kota Tasikmalaya,2021,April,125.0,1.0,126.0,0.007936507936507936,4,2021-04-01
Kota Tasikmalaya,2021,Mei,106.0,4.0,110.0,0.03636363636363636,5,2021-05-01
Kota Tasikmalaya,2021,Juni,124.0,6.0,130.0,0.046153846153846156,6,2021-06-01
Kota Tasikmalaya,2021,Juli,79.0,3.0,82.0,0.036585365853658534,7,2021-07-01
Kota Tasikmalaya,2021,Agustus,92.0,2.0,94.0,0.02127659574468085,8,2021-08-01
Kota Tasikmalaya,2021,September,145.0,2.0,147.0,0.013605442176870748,9,2021-09-01
Kota Tasikmalaya,2021,Oktober,168.0,7.0,175.0,0.04,10,2021-10-01
Kota Tasikmalaya,2021,November,242.0,13.0,255.0,0.050980392156862744,11,2021-11-01
Kota Tasikmalaya,2021,Desember,244.0,10.0,254.0,0.03937007874015748,12,2021-12-01
Kab. Bandung,2022,Januari,860.0,9.0,869.0,0.010356731875719217,1,2022-01-01
Kab. Bandung,2022,Februari,698.0,10.0,708.0,0.014124293785310734,2,2022-02-01
Kab. Bandung,2022,Maret,795.0,9.0,804.0,0.011194029850746268,3,2022-03-01
Kab. Bandung,2022,April,736.0,7.0,743.0,0.009421265141318977,4,2022-04-01
Kab. Bandung,2022,Mei,817.0,16.0,833.0,0.01920768307322929,5,2022-05-01
Kab. Bandung,2022,Juni,878.0,14.0,892.0,0.01569506726457399,6,2022-06-01
Kab. Bandung,2022,Juli,901.0,10.0,911.0,0.010976948408342482,7,2022-07-01
Kab. Bandung,2022,Agustus,953.0,12.0,965.0,0.012435233160621761,8,2022-08-01
Kab. Bandung,2022,September,1031.0,11.0,1042.0,0.01055662188099808,9,2022-09-01
Kab. Bandung,2022,Oktober,1094.0,6.0,1100.0,0.005454545454545455,10,2022-10-01
Kab. Bandung,2022,November,1275.0,14.0,1289.0,0.010861132660977503,11,2022-11-01
Kab. Bandung,2022,Desember,1483.0,9.0,1492.0,0.006032171581769437,12,2022-12-01
Kab. Bandung Barat,2022,Januari,267.0,2.0,269.0,0.007434944237918215,1,2022-01-01
Kab. Bandung Barat,2022,Februari,177.0,5.0,182.0,0.027472527472527472,2,2022-02-01
Kab. Bandung Barat,2022,Maret,242.0,1.0,243.0,0.00411522633744856,3,2022-03-01
Kab. Bandung Barat,2022,April,206.0,2.0,208.0,0.009615384615384616,4,2022-04-01
Kab. Bandung Barat,2022,Mei,232.0,1.0,233.0,0.004291845493562232,5,2022-05-01
Kab. Bandung Barat,2022,Juni,239.0,1.0,240.0,0.004166666666666667,6,2022-06-01
Kab. Bandung Barat,2022,Juli,251.0,1.0,252.0,0.003968253968253968,7,2022-07-01
Kab. Bandung Barat,2022,Agustus,281.0,4.0,285.0,0.014035087719298246,8,2022-08-01
Kab. Bandung Barat,2022,September,282.0,3.0,285.0,0.010526315789473684,9,2022-09-01
Kab. Bandung Barat,2022,Oktober,324.0,6.0,330.0,0.01818181818181818,10,2022-10-01
Kab. Bandung Barat,2022,November,330.0,9.0,339.0,0.02654867256637168,11,2022-11-01
Kab. Bandung Barat,2022,Desember,331.0,1.0,332.0,0.0030120481927710845,12,2022-12-01
Kab. Bekasi,2022,Januari,826.0,8.0,834.0,0.009592326139088728,1,2022-01-01
Kab. Bekasi,2022,Februari,435.0,1.0,436.0,0.0022935779816513763,2,2022-02-01
Kab. Bekasi,2022,Maret,635.0,5.0,640.0,0.0078125,3,2022-03-01
Kab. Bekasi,2022,April,660.0,6.0,666.0,0.009009009009009009,4,2022-04-01
Kab. Bekasi,2022,Mei,705.0,18.0,723.0,0.024896265560165973,5,2022-05-01
Kab. Bekasi,2022,Juni,834.0,12.0,846.0,0.014184397163120567,6,2022-06-01
Kab. Bekasi,2022,Juli,833.0,22.0,855.0,0.025730994152046785,7,2022-07-01
Kab. Bekasi,2022,Agustus,922.0,23.0,945.0,0.02433862433862434,8,2022-08-01
Kab. Bekasi,2022,September,999.0,21.0,1020.0,0.020588235294117647,9,2022-09-01
Kab. Bekasi,2022,Oktober,1040.0,17.0,1057.0,0.01608325449385052,10,2022-10-01
Kab. Bekasi,2022,November,1137.0,16.0,1153.0,0.013876843018213356,11,2022-11-01
Kab. Bekasi,2022,Desember,1101.0,14.0,1115.0,0.012556053811659192,12,2022-12-01
Kab. Bogor,2022,Januari,2092.0,41.0,2133.0,0.01922175339896859,1,2022-01-01
Kab. Bogor,2022,Februari,1188.0,29.0,1217.0,0.0238290879211175,2,2022-02-01
Kab. Bogor,2022,Maret,1674.0,30.0,1704.0,0.017605633802816902,3,2022-03-01
Kab. Bogor,2022,April,1706.0,25.0,1731.0,0.014442518775274409,4,2022-04-01
Kab. Bogor,2022,Mei,1702.0,31.0,1733.0,0.01788805539526832,5,2022-05-01
Kab. Bogor,2022,Juni,1899.0,40.0,1939.0,0.020629190304280558,6,2022-06-01
Kab. Bogor,2022,Juli,1914.0,41.0,1955.0,0.020971867007672635,7,2022-07-01
Kab. Bogor,2022,Agustus,2115.0,51.0,2166.0,0.023545706371191136,8,2022-08-01
Kab. Bogor,2022,September,2235.0,36.0,2271.0,0.015852047556142668,9,2022-09-01
Kab. Bogor,2022,Oktober,2253.0,55.0,2308.0,0.023830155979202773,10,2022-10-01
Kab. Bogor,2022,November,2344.0,52.0,2396.0,0.021702838063439065,11,2022-11-01
Kab. Bogor,2022,Desember,2629.0,49.0,2678.0,0.018297236743838687,12,2022-12-01
Kab. Ciamis,2022,Januari,256.0,1.0,257.0,0.0038910505836575876,1,2022-01-01
Kab. Ciamis,2022,Februari,197.0,1.0,198.0,0.005050505050505051,2,2022-02-01
Kab. Ciamis,2022,Maret,225.0,3.0,228.0,0.013157894736842105,3,2022-03-01
Kab. Ciamis,2022,April,194.0,5.0,199.0,0.02512562814070352,4,2022-04-01
Kab. Ciamis,2022,Mei,211.0,4.0,215.0,0.018604651162790697,5,2022-05-01
Kab. Ciamis,2022,Juni,254.0,2.0,256.0,0.0078125,6,2022-06-01
Kab. Ciamis,2022,Juli,246.0,5.0,251.0,0.0199203187250996,7,2022-07-01
Kab. Ciamis,2022,Agustus,244.0,2.0,246.0,0.008130081300813009,8,2022-08-01
Kab. Ciamis,2022,September,287.0,5.0,292.0,0.017123287671232876,9,2022-09-01
Kab. Ciamis,2022,Oktober,310.0,2.0,312.0,0.00641025641025641,10,2022-10-01
Kab. Ciamis,2022,November,340.0,3.0,343.0,0.008746355685131196,11,2022-11-01
Kab. Ciamis,2022,Desember,305.0,2.0,307.0,0.006514657980456026,12,2022-12-01
Kab. Cianjur,2022,Januari,783.0,4.0,787.0,0.005082592121982211,1,2022-01-01
Kab. Cianjur,2022,Februari,442.0,2.0,444.0,0.0045045045045045045,2,2022-02-01
Kab. Cianjur,2022,Maret,595.0,7.0,602.0,0.011627906976744186,3,2022-03-01
Kab. Cianjur,2022,April,554.0,4.0,558.0,0.007168458781362007,4,2022-04-01
Kab. Cianjur,2022,Mei,581.0,9.0,590.0,0.015254237288135594,5,2022-05-01
Kab. Cianjur,2022,Juni,686.0,13.0,699.0,0.01859799713876967,6,2022-06-01
Kab. Cianjur,2022,Juli,660.0,12.0,672.0,0.017857142857142856,7,2022-07-01
Kab. Cianjur,2022,Agustus,830.0,14.0,844.0,0.016587677725118485,8,2022-08-01
Kab. Cianjur,2022,September,813.0,10.0,823.0,0.012150668286755772,9,2022-09-01
Kab. Cianjur,2022,Oktober,714.0,6.0,720.0,0.008333333333333333,10,2022-10-01
Kab. Cianjur,2022,November,696.0,9.0,705.0,0.01276595744680851,11,2022-11-01
Kab. Cianjur,2022,Desember,681.0,8.0,689.0,0.011611030478955007,12,2022-12-01
Kab. Cirebon,2022,Januari,686.0,12.0,698.0,0.017191977077363897,1,2022-01-01
Kab. Cirebon,2022,Februari,406.0,7.0,413.0,0.01694915254237288,2,2022-02-01
Kab. Cirebon,2022,Maret,535.0,10.0,545.0,0.01834862385321101,3,2022-03-01
Kab. Cirebon,2022,April,443.0,15.0,458.0,0.03275109170305677,4,2022-04-01
Kab. Cirebon,2022,Mei,551.0,9.0,560.0,0.01607142857142857,5,2022-05-01
Kab. Cirebon,2022,Juni,630.0,9.0,639.0,0.014084507042253521,6,2022-06-01
Kab. Cirebon,2022,Juli,548.0,11.0,559.0,0.01967799642218247,7,2022-07-01
Kab. Cirebon,2022,Agustus,715.0,15.0,730.0,0.02054794520547945,8,2022-08-01
Kab. Cirebon,2022,September,680.0,15.0,695.0,0.02158273381294964,9,2022-09-01
Kab. Cirebon,2022,Oktober,723.0,2.0,725.0,0.002758620689655172,10,2022-10-01
Kab. Cirebon,2022,November,842.0,14.0,856.0,0.016355140186915886,11,2022-11-01
Kab. Cirebon,2022,Desember,880.0,16.0,896.0,0.017857142857142856,12,2022-12-01
Kab. Garut,2022,Januari,795.0,5.0,800.0,0.00625,1,2022-01-01
Kab. Garut,2022,Februari,510.0,2.0,512.0,0.00390625,2,2022-02-01
Kab. Garut,2022,Maret,565.0,7.0,572.0,0.012237762237762238,3,2022-03-01
Kab. Garut,2022,April,538.0,4.0,542.0,0.007380073800738007,4,2022-04-01
Kab. Garut,2022,Mei,638.0,6.0,644.0,0.009316770186335404,5,2022-05-01
Kab. Garut,2022,Juni,637.0,12.0,649.0,0.01848998459167951,6,2022-06-01
Kab. Garut,2022,Juli,608.0,5.0,613.0,0.008156606851549755,7,2022-07-01
Kab. Garut,2022,Agustus,722.0,10.0,732.0,0.01366120218579235,8,2022-08-01
Kab. Garut,2022,September,789.0,10.0,799.0,0.012515644555694618,9,2022-09-01
Kab. Garut,2022,Oktober,671.0,8.0,679.0,0.011782032400589101,10,2022-10-01
Kab. Garut,2022,November,756.0,7.0,763.0,0.009174311926605505,11,2022-11-01
Kab. Garut,2022,Desember,707.0,7.0,714.0,0.00980392156862745,12,2022-12-01
Kab. Indramayu,2022,Januari,327.0,6.0,333.0,0.018018018018018018,1,2022-01-01
Kab. Indramayu,2022,Februari,183.0,3.0,186.0,0.016129032258064516,2,2022-02-01
Kab. Indramayu,2022,Maret,237.0,8.0,245.0,0.0326530612244898,3,2022-03-01
Kab. Indramayu,2022,April,212.0,3.0,215.0,0.013953488372093023,4,2022-04-01
Kab. Indramayu,2022,Mei,202.0,6.0,208.0,0.028846153846153848,5,2022-05-01
Kab. Indramayu,2022,Juni,249.0,8.0,257.0,0.0311284046692607,6,2022-06-01
Kab. Indramayu,2022,Juli,243.0,9.0,252.0,0.03571428571428571,7,2022-07-01
Kab. Indramayu,2022,Agustus,341.0,7.0,348.0,0.020114942528735632,8,2022-08-01
Kab. Indramayu,2022,September,390.0,7.0,397.0,0.017632241813602016,9,2022-09-01
Kab. Indramayu,2022,Oktober,351.0,11.0,362.0,0.03038674033149171,10,2022-10-01
Kab. Indramayu,2022,November,431.0,10.0,441.0,0.022675736961451247,11,2022-11-01
Kab. Indramayu,2022,Desember,317.0,9.0,326.0,0.027607361963190184,12,2022-12-01
Kab. Karawang,2022,Januari,908.0,30.0,938.0,0.031982942430703626,1,2022-01-01
Kab. Karawang,2022,Februari,581.0,15.0,596.0,0.025167785234899327,2,2022-02-01
Kab. Karawang,2022,Maret,751.0,15.0,766.0,0.0195822454308094,3,2022-03-01
Kab. Karawang,2022,April,608.0,13.0,621.0,0.020933977455716585,4,2022-04-01
Kab. Karawang,2022,Mei,718.0,23.0,741.0,0.0310391363022942,5,2022-05-01
Kab. Karawang,2022,Juni,805.0,16.0,821.0,0.0194884287454324,6,2022-06-01
Kab. Karawang,2022,Juli,853.0,16.0,869.0,0.018411967779056387,7,2022-07-01
Kab. Karawang,2022,Agustus,953.0,21.0,974.0,0.021560574948665298,8,2022-08-01
Kab. Karawang,2022,September,993.0,14.0,1007.0,0.013902681231380337,9,2022-09-01
Kab. Karawang,2022,Oktober,958.0,11.0,969.0,0.011351909184726523,10,2022-10-01
Kab. Karawang,2022,November,1056.0,22.0,1078.0,0.02040816326530612,11,2022-11-01
Kab. Karawang,2022,Desember,994.0,21.0,1015.0,0.020689655172413793,12,2022-12-01
Kab. Kuningan,2022,Januari,270.0,6.0,276.0,0.021739130434782608,1,2022-01-01
Kab. Kuningan,2022,Februari,184.0,2.0,186.0,0.010752688172043012,2,2022-02-01
Kab. Kuningan,2022,Maret,228.0,6.0,234.0,0.02564102564102564,3,2022-03-01
Kab. Kuningan,2022,April,190.0,2.0,192.0,0.010416666666666666,4,2022-04-01
Kab. Kuningan,2022,Mei,211.0,4.0,215.0,0.018604651162790697,5,2022-05-01
Kab. Kuningan,2022,Juni,251.0,5.0,256.0,0.01953125,6,2022-06-01
Kab. Kuningan,2022,Juli,243.0,1.0,244.0,0.004098360655737705,7,2022-07-01
Kab. Kuningan,2022,Agustus,284.0,4.0,288.0,0.013888888888888888,8,2022-08-01
Kab. Kuningan,2022,September,285.0,5.0,290.0,0.017241379310344827,9,2022-09-01
Kab. Kuningan,2022,Oktober,259.0,4.0,263.0,0.015209125475285171,10,2022-10-01
Kab. Kuningan,2022,November,255.0,4.0,259.0,0.015444015444015444,11,2022-11-01
Kab. Kuningan,2022,Desember,251.0,7.0,258.0,0.027131782945736434,12,2022-12-01
Kab. Majalengka,2022,Januari,244.0,2.0,246.0,0.008130081300813009,1,2022-01-01
Kab. Majalengka,2022,Februari,169.0,3.0,172.0,0.01744186046511628,2,2022-02-01
Kab. Majalengka,2022,Maret,192.0,0.0,192.0,0.0,3,2022-03-01
Kab. Majalengka,2022,April,216.0,2.0,218.0,0.009174311926605505,4,2022-04-01
Kab. Majalengka,2022,Mei,222.0,2.0,224.0,0.008928571428571428,5,2022-05-01
Kab. Majalengka,2022,Juni,272.0,2.0,274.0,0.0072992700729927005,6,2022-06-01
Kab. Majalengka,2022,Juli,238.0,2.0,240.0,0.008333333333333333,7,2022-07-01
Kab. Majalengka,2022,Agustus,320.0,4.0,324.0,0.012345679012345678,8,2022-08-01
Kab. Majalengka,2022,September,315.0,2.0,317.0,0.006309148264984227,9,2022-09-01
Kab. Majalengka,2022,Oktober,330.0,4.0,334.0,0.011976047904191617,10,2022-10-01
Kab. Majalengka,2022,November,378.0,5.0,383.0,0.013054830287206266,11,2022-11-01
Kab. Majalengka,2022,Desember,381.0,7.0,388.0,0.01804123711340206,12,2022-12-01
Kab. Pangandaran,2022,Januari,76.0,1.0,77.0,0.012987012987012988,1,2022-01-01
Kab. Pangandaran,2022,Februari,40.0,0.0,40.0,0.0,2,2022-02-01
Kab. Pangandaran,2022,Maret,55.0,2.0,57.0,0.03508771929824561,3,2022-03-01
Kab. Pangandaran,2022,April,59.0,1.0,60.0,0.016666666666666666,4,2022-04-01
Kab. Pangandaran,2022,Mei,69.0,2.0,71.0,0.028169014084507043,5,2022-05-01
Kab. Pangandaran,2022,Juni,64.0,2.0,66.0,0.030303030303030304,6,2022-06-01
Kab. Pangandaran,2022,Juli,75.0,1.0,76.0,0.013157894736842105,7,2022-07-01
Kab. Pangandaran,2022,Agustus,66.0,0.0,66.0,0.0,8,2022-08-01
Kab. Pangandaran,2022,September,72.0,1.0,73.0,0.0136986301369863,9,2022-09-01
Kab. Pangandaran,2022,Oktober,80.0,2.0,82.0,0.024390243902439025,10,2022-10-01
Kab. Pangandaran,2022,November,76.0,1.0,77.0,0.012987012987012988,11,2022-11-01
Kab. Pangandaran,2022,Desember,72.0,0.0,72.0,0.0,12,2022-12-01
Kab. Purwakarta,2022,Januari,579.0,5.0,584.0,0.008561643835616438,1,2022-01-01
Kab. Purwakarta,2022,Februari,285.0,1.0,286.0,0.0034965034965034965,2,2022-02-01
Kab. Purwakarta,2022,Maret,331.0,0.0,331.0,0.0,3,2022-03-01
Kab. Purwakarta,2022,April,347.0,4.0,351.0,0.011396011396011397,4,2022-04-01
Kab. Purwakarta,2022,Mei,366.0,2.0,368.0,0.005434782608695652,5,2022-05-01
Kab. Purwakarta,2022,Juni,418.0,6.0,424.0,0.014150943396226415,6,2022-06-01
Kab. Purwakarta,2022,Juli,363.0,4.0,367.0,0.010899182561307902,7,2022-07-01
Kab. Purwakarta,2022,Agustus,497.0,3.0,500.0,0.006,8,2022-08-01
Kab. Purwakarta,2022,September,489.0,2.0,491.0,0.004073319755600814,9,2022-09-01
Kab. Purwakarta,2022,Oktober,495.0,3.0,498.0,0.006024096385542169,10,2022-10-01
Kab. Purwakarta,2022,November,495.0,5.0,500.0,0.01,11,2022-11-01
Kab. Purwakarta,2022,Desember,465.0,3.0,468.0,0.00641025641025641,12,2022-12-01
Kab. Subang,2022,Januari,406.0,6.0,412.0,0.014563106796116505,1,2022-01-01
Kab. Subang,2022,Februari,285.0,3.0,288.0,0.010416666666666666,2,2022-02-01
Kab. Subang,2022,Maret,358.0,3.0,361.0,0.008310249307479225,3,2022-03-01
Kab. Subang,2022,April,338.0,2.0,340.0,0.0058823529411764705,4,2022-04-01
Kab. Subang,2022,Mei,292.0,2.0,294.0,0.006802721088435374,5,2022-05-01
Kab. Subang,2022,Juni,437.0,6.0,443.0,0.013544018058690745,6,2022-06-01
Kab. Subang,2022,Juli,385.0,4.0,389.0,0.010282776349614395,7,2022-07-01
Kab. Subang,2022,Agustus,477.0,4.0,481.0,0.008316008316008316,8,2022-08-01
Kab. Subang,2022,September,550.0,6.0,556.0,0.01079136690647482,9,2022-09-01
Kab. Subang,2022,Oktober,572.0,7.0,579.0,0.012089810017271158,10,2022-10-01
Kab. Subang,2022,November,451.0,4.0,455.0,0.008791208791208791,11,2022-11-01
Kab. Subang,2022,Desember,362.0,4.0,366.0,0.01092896174863388,12,2022-12-01
Kab. Sukabumi,2022,Januari,790.0,10.0,800.0,0.0125,1,2022-01-01
Kab. Sukabumi,2022,Februari,620.0,3.0,623.0,0.004815409309791332,2,2022-02-01
Kab. Sukabumi,2022,Maret,554.0,13.0,567.0,0.02292768959435626,3,2022-03-01
Kab. Sukabumi,2022,April,639.0,10.0,649.0,0.015408320493066256,4,2022-04-01
Kab. Sukabumi,2022,Mei,664.0,6.0,670.0,0.008955223880597015,5,2022-05-01
Kab. Sukabumi,2022,Juni,762.0,14.0,776.0,0.01804123711340206,6,2022-06-01
Kab. Sukabumi,2022,Juli,769.0,11.0,780.0,0.014102564102564103,7,2022-07-01
Kab. Sukabumi,2022,Agustus,763.0,4.0,767.0,0.005215123859191656,8,2022-08-01
Kab. Sukabumi,2022,September,866.0,12.0,878.0,0.01366742596810934,9,2022-09-01
Kab. Sukabumi,2022,Oktober,853.0,10.0,863.0,0.011587485515643106,10,2022-10-01
Kab. Sukabumi,2022,November,866.0,11.0,877.0,0.012542759407069556,11,2022-11-01
Kab. Sukabumi,2022,Desember,795.0,12.0,807.0,0.01486988847583643,12,2022-12-01
Kab. Sumedang,2022,Januari,242.0,0.0,242.0,0.0,1,2022-01-01
Kab. Sumedang,2022,Februari,189.0,4.0,193.0,0.02072538860103627,2,2022-02-01
Kab. Sumedang,2022,Maret,189.0,6.0,195.0,0.03076923076923077,3,2022-03-01
Kab. Sumedang,2022,April,180.0,4.0,184.0,0.021739130434782608,4,2022-04-01
Kab. Sumedang,2022,Mei,204.0,0.0,204.0,0.0,5,2022-05-01
Kab. Sumedang,2022,Juni,231.0,2.0,233.0,0.008583690987124463,6,2022-06-01
Kab. Sumedang,2022,Juli,228.0,7.0,235.0,0.029787234042553193,7,2022-07-01
Kab. Sumedang,2022,Agustus,250.0,7.0,257.0,0.027237354085603113,8,2022-08-01
Kab. Sumedang,2022,September,249.0,6.0,255.0,0.023529411764705882,9,2022-09-01
Kab. Sumedang,2022,Oktober,240.0,1.0,241.0,0.004149377593360996,10,2022-10-01
Kab. Sumedang,2022,November,243.0,3.0,246.0,0.012195121951219513,11,2022-11-01
Kab. Sumedang,2022,Desember,246.0,3.0,249.0,0.012048192771084338,12,2022-12-01
Kab. Tasikmalaya,2022,Januari,292.0,3.0,295.0,0.010169491525423728,1,2022-01-01
Kab. Tasikmalaya,2022,Februari,193.0,7.0,200.0,0.035,2,2022-02-01
Kab. Tasikmalaya,2022,Maret,232.0,6.0,238.0,0.025210084033613446,3,2022-03-01
Kab. Tasikmalaya,2022,April,245.0,4.0,249.0,0.01606425702811245,4,2022-04-01
Kab. Tasikmalaya,2022,Mei,289.0,6.0,295.0,0.020338983050847456,5,2022-05-01
Kab. Tasikmalaya,2022,Juni,256.0,7.0,263.0,0.026615969581749048,6,2022-06-01
Kab. Tasikmalaya,2022,Juli,272.0,5.0,277.0,0.018050541516245487,7,2022-07-01
Kab. Tasikmalaya,2022,Agustus,278.0,13.0,291.0,0.044673539518900345,8,2022-08-01
Kab. Tasikmalaya,2022,September,321.0,2.0,323.0,0.006191950464396285,9,2022-09-01
Kab. Tasikmalaya,2022,Oktober,294.0,10.0,304.0,0.03289473684210526,10,2022-10-01
Kab. Tasikmalaya,2022,November,345.0,4.0,349.0,0.011461318051575931,11,2022-11-01
Kab. Tasikmalaya,2022,Desember,312.0,9.0,321.0,0.028037383177570093,12,2022-12-01
Kota Bandung,2022,Januari,1439.0,14.0,1453.0,0.009635237439779766,1,2022-01-01
Kota Bandung,2022,Februari,1041.0,9.0,1050.0,0.008571428571428572,2,2022-02-01
Kota Bandung,2022,Maret,1057.0,14.0,1071.0,0.013071895424836602,3,2022-03-01
Kota Bandung,2022,April,1133.0,30.0,1163.0,0.025795356835769563,4,2022-04-01
Kota Bandung,2022,Mei,1096.0,11.0,1107.0,0.00993676603432701,5,2022-05-01
Kota Bandung,2022,Juni,1234.0,12.0,1246.0,0.009630818619582664,6,2022-06-01
Kota Bandung,2022,Juli,1289.0,20.0,1309.0,0.015278838808250574,7,2022-07-01
Kota Bandung,2022,Agustus,1442.0,24.0,1466.0,0.01637107776261937,8,2022-08-01
Kota Bandung,2022,September,1502.0,25.0,1527.0,0.016371971185330715,9,2022-09-01
Kota Bandung,2022,Oktober,1643.0,25.0,1668.0,0.01498800959232614,10,2022-10-01
Kota Bandung,2022,November,1717.0,13.0,1730.0,0.007514450867052023,11,2022-11-01
Kota Bandung,2022,Desember,1605.0,13.0,1618.0,0.008034610630407911,12,2022-12-01
Kota Banjar,2022,Januari,47.0,1.0,48.0,0.020833333333333332,1,2022-01-01
Kota Banjar,2022,Februari,39.0,0.0,39.0,0.0,2,2022-02-01
Kota Banjar,2022,Maret,40.0,0.0,40.0,0.0,3,2022-03-01
Kota Banjar,2022,April,49.0,1.0,50.0,0.02,4,2022-04-01
Kota Banjar,2022,Mei,55.0,0.0,55.0,0.0,5,2022-05-01
Kota Banjar,2022,Juni,55.0,2.0,57.0,0.03508771929824561,6,2022-06-01
Kota Banjar,2022,Juli,56.0,1.0,57.0,0.017543859649122806,7,2022-07-01
Kota Banjar,2022,Agustus,73.0,1.0,74.0,0.013513513513513514,8,2022-08-01
Kota Banjar,2022,September,73.0,0.0,73.0,0.0,9,2022-09-01
Kota Banjar,2022,Oktober,75.0,1.0,76.0,0.013157894736842105,10,2022-10-01
Kota Banjar,2022,November,160.0,0.0,160.0,0.0,11,2022-11-01
Kota Banjar,2022,Desember,113.0,5.0,118.0,0.0423728813559322,12,2022-12-01
Kota Bekasi,2022,Januari,925.0,13.0,938.0,0.013859275053304905,1,2022-01-01
