kab_kota,tahun,bulan,TB_SO,TB_RO,total_TB,proporsi_RO,bulan_num,date
Kab. Purwakarta,2025,Desember,338.0,10.0,348.0,0.028735632183908046,12,2025-12-01
Kab. Subang,2025,Januari,596.0,5.0,601.0,0.008319467554076539,1,2025-01-01
Kab. Subang,2025,Februari,710.0,5.0,715.0,0.006993006993006993,2,2025-02-01
Kab. Subang,2025,Maret,487.0,6.0,493.0,0.012170385395537525,3,2025-03-01
Kab. Subang,2025,April,471.0,2.0,473.0,0.004228329809725159,4,2025-04-01
Kab. Subang,2025,Mei,607.0,1.0,608.0,0.001644736842105263,5,2025-05-01
Kab. Subang,2025,Juni,562.0,5.0,567.0,0.008818342151675485,6,2025-06-01
Kab. Subang,2025,Juli,701.0,6.0,707.0,0.008486562942008486,7,2025-07-01
Kab. Subang,2025,Agustus,678.0,5.0,683.0,0.007320644216691069,8,2025-08-01
Kab. Subang,2025,September,778.0,5.0,783.0,0.006385696040868455,9,2025-09-01
Kab. Subang,2025,Oktober,831.0,8.0,839.0,0.009535160905840286,10,2025-10-01
Kab. Subang,2025,November,622.0,8.0,630.0,0.012698412698412698,11,2025-11-01
Kab. Subang,2025,Desember,515.0,2.0,517.0,0.0038684719535783366,12,2025-12-01
Kab. Sukabumi,2025,Januari,1011.0,10.0,1021.0,0.009794319294809012,1,2025-01-01
Kab. Sukabumi,2025,Februari,939.0,12.0,951.0,0.012618296529968454,2,2025-02-01
Kab. Sukabumi,2025,Maret,796.0,10.0,806.0,0.01240694789081886,3,2025-03-01
Kab. Sukabumi,2025,April,1011.0,10.0,1021.0,0.009794319294809012,4,2025-04-01
Kab. Sukabumi,2025,Mei,968.0,16.0,984.0,0.016260162601626018,5,2025-05-01
Kab. Sukabumi,2025,Juni,1084.0,2.0,1086.0,0.001841620626151013,6,2025-06-01
Kab. Sukabumi,2025,Juli,1095.0,4.0,1099.0,0.003639672429481347,7,2025-07-01
Kab. Sukabumi,2025,Agustus,1195.0,10.0,1205.0,0.008298755186721992,8,2025-08-01
Kab. Sukabumi,2025,September,1309.0,7.0,1316.0,0.005319148936170213,9,2025-09-01
Kab. Sukabumi,2025,Oktober,1142.0,5.0,1147.0,0.004359197907585004,10,2025-10-01
Kab. Sukabumi,2025,November,1099.0,4.0,1103.0,0.003626473254759746,11,2025-11-01
Kab. Sukabumi,2025,Desember,1023.0,9.0,1032.0,0.00872093023255814,12,2025-12-01
Kab. Sumedang,2025,Januari,265.0,3.0,268.0,0.011194029850746268,1,2025-01-01
Kab. Sumedang,2025,Februari,290.0,1.0,291.0,0.003436426116838488,2,2025-02-01
Kab. Sumedang,2025,Maret,258.0,1.0,259.0,0.003861003861003861,3,2025-03-01
Kab. Sumedang,2025,April,281.0,0.0,281.0,0.0,4,2025-04-01
Kab. Sumedang,2025,Mei,258.0,2.0,260.0,0.007692307692307693,5,2025-05-01
Kab. Sumedang,2025,Juni,248.0,1.0,249.0,0.004016064257028112,6,2025-06-01
Kab. Sumedang,2025,Juli,301.0,3.0,304.0,0.009868421052631578,7,2025-07-01
Kab. Sumedang,2025,Agustus,309.0,1.0,310.0,0.0032258064516129032,8,2025-08-01
Kab. Sumedang,2025,September,259.0,0.0,259.0,0.0,9,2025-09-01
Kab. Sumedang,2025,Oktober,351.0,2.0,353.0,0.0056657223796034,10,2025-10-01
Kab. Sumedang,2025,November,299.0,4.0,303.0,0.013201320132013201,11,2025-11-01
Kab. Sumedang,2025,Desember,298.0,4.0,302.0,0.013245033112582781,12,2025-12-01
Kab. Tasikmalaya,2025,Januari,382.0,4.0,386.0,0.010362694300518135,1,2025-01-01
Kab. Tasikmalaya,2025,Februari,414.0,5.0,419.0,0.011933174224343675,2,2025-02-01
Kab. Tasikmalaya,2025,Maret,353.0,8.0,361.0,0.0221606648199446,3,2025-03-01
Kab. Tasikmalaya,2025,April,356.0,2.0,358.0,0.00558659217877095,4,2025-04-01
Kab. Tasikmalaya,2025,Mei,335.0,3.0,338.0,0.008875739644970414,5,2025-05-01
Kab. Tasikmalaya,2025,Juni,308.0,1.0,309.0,0.003236245954692557,6,2025-06-01
Kab. Tasikmalaya,2025,Juli,365.0,1.0,366.0,0.00273224043715847,7,2025-07-01
Kab. Tasikmalaya,2025,Agustus,437.0,6.0,443.0,0.013544018058690745,8,2025-08-01
Kab. Tasikmalaya,2025,September,435.0,5.0,440.0,0.011363636363636364,9,2025-09-01
Kab. Tasikmalaya,2025,Oktober,460.0,7.0,467.0,0.014989293361884369,10,2025-10-01
Kab. Tasikmalaya,2025,November,375.0,11.0,386.0,0.02849740932642487,11,2025-11-01
Kab. Tasikmalaya,2025,Desember,707.0,6.0,713.0,0.008415147265077139,12,2025-12-01
Kota Bandung,2025,Januari,1583.0,8.0,1591.0,0.00502828409805154,1,2025-01-01
Kota Bandung,2025,Februari,1554.0,13.0,1567.0,0.008296107211231652,2,2025-02-01
Kota Bandung,2025,Maret,1325.0,12.0,1337.0,0.008975317875841436,3,2025-03-01
Kota Bandung,2025,April,1436.0,12.0,1448.0,0.008287292817679558,4,2025-04-01
Kota Bandung,2025,Mei,1328.0,11.0,1339.0,0.008215085884988798,5,2025-05-01
Kota Bandung,2025,Juni,1297.0,11.0,1308.0,0.008409785932721712,6,2025-06-01
Kota Bandung,2025,Juli,1619.0,26.0,1645.0,0.015805471124620062,7,2025-07-01
Kota Bandung,2025,Agustus,1627.0,22.0,1649.0,0.013341419041843541,8,2025-08-01
Kota Bandung,2025,September,1809.0,20.0,1829.0,0.010934937124111536,9,2025-09-01
Kota Bandung,2025,Oktober,1907.0,17.0,1924.0,0.008835758835758836,10,2025-10-01
Kota Bandung,2025,November,1609.0,13.0,1622.0,0.008014796547472256,11,2025-11-01
Kota Bandung,2025,Desember,1566.0,21.0,1587.0,0.013232514177693762,12,2025-12-01
Kota Banjar,2025,Januari,108.0,2.0,110.0,0.01818181818181818,1,2025-01-01
Kota Banjar,2025,Februari,115.0,0.0,115.0,0.0,2,2025-02-01
Kota Banjar,2025,Maret,109.0,1.0,110.0,0.00909090909090909,3,2025-03-01
Kota Banjar,2025,April,115.0,2.0,117.0,0.017094017094017096,4,2025-04-01
Kota Banjar,2025,Mei,131.0,1.0,132.0,0.007575757575757576,5,2025-05-01
Kota Banjar,2025,Juni,115.0,0.0,115.0,0.0,6,2025-06-01
Kota Banjar,2025,Juli,133.0,0.0,133.0,0.0,7,2025-07-01
Kota Banjar,2025,Agustus,118.0,1.0,119.0,0.008403361344537815,8,2025-08-01
Kota Banjar,2025,September,106.0,0.0,106.0,0.0,9,2025-09-01
Kota Banjar,2025,Oktober,87.0,3.0,90.0,0.03333333333333333,10,2025-10-01
Kota Banjar,2025,November,109.0,0.0,109.0,0.0,11,2025-11-01
Kota Banjar,2025,Desember,93.0,0.0,93.0,0.0,12,2025-12-01
Kota Bekasi,2025,Januari,1058.0,10.0,1068.0,0.009363295880149813,1,2025-01-01
Kota Bekasi,2025,Februari,1054.0,18.0,1072.0,0.016791044776119403,2,2025-02-01
Kota Bekasi,2025,Maret,936.0,10.0,946.0,0.010570824524312896,3,2025-03-01
Kota Bekasi,2025,April,1028.0,10.0,1038.0,0.009633911368015413,4,2025-04-01
Kota Bekasi,2025,Mei,1012.0,11.0,1023.0,0.010752688172043012,5,2025-05-01
Kota Bekasi,2025,Juni,931.0,15.0,946.0,0.015856236786469344,6,2025-06-01
Kota Bekasi,2025,Juli,1011.0,15.0,1026.0,0.014619883040935672,7,2025-07-01
Kota Bekasi,2025,Agustus,1082.0,13.0,1095.0,0.011872146118721462,8,2025-08-01
Kota Bekasi,2025,September,1170.0,16.0,1186.0,0.013490725126475547,9,2025-09-01
Kota Bekasi,2025,Oktober,1118.0,17.0,1135.0,0.014977973568281937,10,2025-10-01
Kota Bekasi,2025,November,1001.0,16.0,1017.0,0.015732546705998034,11,2025-11-01
Kota Bekasi,2025,Desember,877.0,18.0,895.0,0.02011173184357542,12,2025-12-01
Kota Bogor,2025,Januari,931.0,14.0,945.0,0.014814814814814815,1,2025-01-01
Kota Bogor,2025,Februari,990.0,14.0,1004.0,0.013944223107569721,2,2025-02-01
Kota Bogor,2025,Maret,754.0,18.0,772.0,0.023316062176165803,3,2025-03-01
Kota Bogor,2025,April,885.0,9.0,894.0,0.010067114093959731,4,2025-04-01
Kota Bogor,2025,Mei,887.0,13.0,900.0,0.014444444444444444,5,2025-05-01
Kota Bogor,2025,Juni,740.0,10.0,750.0,0.013333333333333334,6,2025-06-01
Kota Bogor,2025,Juli,924.0,15.0,939.0,0.01597444089456869,7,2025-07-01
Kota Bogor,2025,Agustus,865.0,15.0,880.0,0.017045454545454544,8,2025-08-01
Kota Bogor,2025,September,967.0,17.0,984.0,0.017276422764227643,9,2025-09-01
Kota Bogor,2025,Oktober,936.0,6.0,942.0,0.006369426751592357,10,2025-10-01
Kota Bogor,2025,November,819.0,11.0,830.0,0.01325301204819277,11,2025-11-01
Kota Bogor,2025,Desember,685.0,17.0,702.0,0.024216524216524215,12,2025-12-01
Kota Cimahi,2025,Januari,420.0,6.0,426.0,0.014084507042253521,1,2025-01-01
Kota Cimahi,2025,Februari,377.0,3.0,380.0,0.007894736842105263,2,2025-02-01
Kota Cimahi,2025,Maret,327.0,4.0,331.0,0.012084592145015106,3,2025-03-01
Kota Cimahi,2025,April,322.0,6.0,328.0,0.018292682926829267,4,2025-04-01
Kota Cimahi,2025,Mei,353.0,1.0,354.0,0.002824858757062147,5,2025-05-01
Kota Cimahi,2025,Juni,351.0,6.0,357.0,0.01680672268907563,6,2025-06-01
Kota Cimahi,2025,Juli,341.0,2.0,343.0,0.0058309037900874635,7,2025-07-01
Kota Cimahi,2025,Agustus,378.0,4.0,382.0,0.010471204188481676,8,2025-08-01
Kota Cimahi,2025,September,423.0,5.0,428.0,0.011682242990654205,9,2025-09-01
Kota Cimahi,2025,Oktober,394.0,2.0,396.0,0.005050505050505051,10,2025-10-01
Kota Cimahi,2025,November,370.0,2.0,372.0,0.005376344086021506,11,2025-11-01
Kota Cimahi,2025,Desember,335.0,2.0,337.0,0.005934718100890208,12,2025-12-01
Kota Cirebon,2025,Januari,303.0,4.0,307.0,0.013029315960912053,1,2025-01-01
Kota Cirebon,2025,Februari,304.0,4.0,308.0,0.012987012987012988,2,2025-02-01
Kota Cirebon,2025,Maret,313.0,6.0,319.0,0.018808777429467086,3,2025-03-01
Kota Cirebon,2025,April,332.0,4.0,336.0,0.011904761904761904,4,2025-04-01
Kota Cirebon,2025,Mei,273.0,3.0,276.0,0.010869565217391304,5,2025-05-01
Kota Cirebon,2025,Juni,281.0,3.0,284.0,0.01056338028169014,6,2025-06-01
Kota Cirebon,2025,Juli,336.0,2.0,338.0,0.005917159763313609,7,2025-07-01
Kota Cirebon,2025,Agustus,278.0,5.0,283.0,0.0176678445229682,8,2025-08-01
Kota Cirebon,2025,September,321.0,2.0,323.0,0.006191950464396285,9,2025-09-01
Kota Cirebon,2025,Oktober,425.0,2.0,427.0,0.00468384074941452,10,2025-10-01
Kota Cirebon,2025,November,277.0,2.0,279.0,0.007168458781362007,11,2025-11-01
Kota Cirebon,2025,Desember,260.0,6.0,266.0,0.022556390977443608,12,2025-12-01
Kota Depok,2025,Januari,761.0,14.0,775.0,0.01806451612903226,1,2025-01-01
Kota Depok,2025,Februari,651.0,6.0,657.0,0.0091324200913242,2,2025-02-01
Kota Depok,2025,Maret,633.0,10.0,643.0,0.015552099533437015,3,2025-03-01
Kota Depok,2025,April,655.0,13.0,668.0,0.019461077844311378,4,2025-04-01
Kota Depok,2025,Mei,572.0,4.0,576.0,0.006944444444444444,5,2025-05-01
Kota Depok,2025,Juni,664.0,9.0,673.0,0.01337295690936107,6,2025-06-01
Kota Depok,2025,Juli,719.0,5.0,724.0,0.006906077348066298,7,2025-07-01
Kota Depok,2025,Agustus,699.0,6.0,705.0,0.00851063829787234,8,2025-08-01
Kota Depok,2025,September,810.0,7.0,817.0,0.008567931456548347,9,2025-09-01
Kota Depok,2025,Oktober,842.0,8.0,850.0,0.009411764705882352,10,2025-10-01
Kota Depok,2025,November,672.0,11.0,683.0,0.016105417276720352,11,2025-11-01
Kota Depok,2025,Desember,594.0,13.0,607.0,0.0214168039538715,12,2025-12-01
Kota Sukabumi,2025,Januari,261.0,4.0,265.0,0.01509433962264151,1,2025-01-01
Kota Sukabumi,2025,Februari,268.0,5.0,273.0,0.018315018315018316,2,2025-02-01
Kota Sukabumi,2025,Maret,264.0,1.0,265.0,0.0037735849056603774,3,2025-03-01
Kota Sukabumi,2025,April,239.0,3.0,242.0,0.012396694214876033,4,2025-04-01
Kota Sukabumi,2025,Mei,250.0,2.0,252.0,0.007936507936507936,5,2025-05-01
Kota Sukabumi,2025,Juni,269.0,6.0,275.0,0.02181818181818182,6,2025-06-01
Kota Sukabumi,2025,Juli,298.0,3.0,301.0,0.009966777408637873,7,2025-07-01
Kota Sukabumi,2025,Agustus,264.0,3.0,267.0,0.011235955056179775,8,2025-08-01
Kota Sukabumi,2025,September,304.0,7.0,311.0,0.022508038585209004,9,2025-09-01
Kota Sukabumi,2025,Oktober,354.0,8.0,362.0,0.022099447513812154,10,2025-10-01
Kota Sukabumi,2025,November,291.0,4.0,295.0,0.013559322033898305,11,2025-11-01
Kota Sukabumi,2025,Desember,344.0,7.0,351.0,0.019943019943019943,12,2025-12-01
Kota Tasikmalaya,2025,Januari,393.0,8.0,401.0,0.0199501246882793,1,2025-01-01
Kota Tasikmalaya,2025,Februari,398.0,9.0,407.0,0.022113022113022112,2,2025-02-01
Kota Tasikmalaya,2025,Maret,309.0,6.0,315.0,0.01904761904761905,3,2025-03-01
Kota Tasikmalaya,2025,April,384.0,2.0,386.0,0.0051813471502590676,4,2025-04-01
Kota Tasikmalaya,2025,Mei,368.0,5.0,373.0,0.013404825737265416,5,2025-05-01
Kota Tasikmalaya,2025,Juni,276.0,7.0,283.0,0.024734982332155476,6,2025-06-01
Kota Tasikmalaya,2025,Juli,340.0,4.0,344.0,0.011627906976744186,7,2025-07-01
Kota Tasikmalaya,2025,Agustus,370.0,8.0,378.0,0.021164021164021163,8,2025-08-01
Kota Tasikmalaya,2025,September,343.0,5.0,348.0,0.014367816091954023,9,2025-09-01
Kota Tasikmalaya,2025,Oktober,359.0,0.0,359.0,0.0,10,2025-10-01
Kota Tasikmalaya,2025,November,308.0,3.0,311.0,0.00964630225080386,11,2025-11-01
Kota Tasikmalaya,2025,Desember,320.0,7.0,327.0,0.021406727828746176,12,2025-12-01
